id,tier,score,bucket,theme,type,title,what,why,modules,effort,impact,depends_on,novelty,status,evidence,notes
R163,2 - High,79,INST,OMS/EMS Trading Desk (Charles River / Bloomberg AIM),feature,Add transaction-cost analysis on every order ticket,"New processing/tca.py est_cost(order, stock_data): spread + market-impact (sqrt of order$/dollar-ADV) + commission, scoring each blotter ticket's expected slippage and flagging tickets that exceed an ADV-participation budget.",TCA — estimated and realized slippage per order — is a core EMS deliverable a PM and best-ex officer review daily. Ship sizes ideas with zero cost lens; thin ZIM/MATX can't absorb a sized bet.,processing/tca.py; processing/order_blotter.py; data/normalizer.py; ui/tab_idea_engine.py,M,Med,Build daily order/intent blotter from idea-to-target deltas,institutional-gap,carried,grep transaction.cost/slippage/TCA=0 in processing; portfolio_optimizer.py:350 'each rebalance pays no transaction cost'; volume in STOCK_COLS unused,impact80/feas80/fit92/nov76: SHARPENS R035 into a real TCA panel; ADV already in every OHLCV frame; best-ex framing is net-new | tract=moderate
R164,2 - High,79,INST,Maritime Intelligence (Kpler / Windward / Lloyd's List / Cl…,feature,Score per-voyage dark-fleet risk over real vessel geometry,"New processing/dark_fleet_risk.py score_voyage(Voyage)->DarkFleetScore from FOC flag, vessel age, opaque P&I, shadow-route adjacency and AIS-gap, rolling up to replace tab_compliance _DARK_FLEET's 4-sponsor table with a per-vessel screen.",Kpler/Windward's flagship product is per-vessel dark-fleet scoring; Ship shows only a 4-row sponsor estimate while real per-voyage geometry already exists to score against.,processing/dark_fleet_risk.py; processing/vessel_registry.py; ui/tab_compliance.py; engine/alert_engine_v2.py,L,High,Build a vessel-particulars master keyed on IMO,institutional-gap,carried,tab_compliance.py:324 _DARK_FLEET 4-sponsor hardcode; :684 _section_6 iterates it; voyage geometry in voyage_dataset.py but no per-vessel scorer,"Sharpens R062 with the particulars dependency; the Windward second product, de-mocks a 969-line facade | tract=large"
R165,2 - High,79,INST,Data Governance & Lineage (golden-source / point-in-time DB…,compliance,Stamp report/briefing outputs with an input-lineage manifest,"Attach a lineage manifest to each InvestorReport/briefing: the list of (feed, as_of, DataSource.kind, fetch_id, quality) rows from the provenance ledger that fed it, persisted in investor_report_snapshots and rendered in a report appendix.","A report consumer/auditor must trace any headline figure back to its dated source; snapshots store outputs but not which dated inputs produced them, so a published number can't be reconstructed.",processing/report_snapshot.py; utils/report_history.py; data/quality.py; state/db.py,M,High,Persist a per-fetch provenance ledger every feed stamps,institutional-gap,carried,"investor_report_snapshots (db.py:570-580) stores slim output JSON only; report_diff reads 4 output fields, no input lineage; DATA_PROVENANCE.md:11 ev…",impact82 feas74 fit90 nov70; reproducibility/lineage on the flagship deliverable; reuses snapshot+ledger plumbing | tract=moderate
R166,2 - High,79,INST,Reliability / Observability / SRE,data,Add data-freshness SLAs to source-health probes,Extend engine/source_health.py probes to record data recency (newest observation timestamp) per feed and a per-feed max-staleness budget; flag 'stale' (distinct from down/degraded) and surface in get_health_summary + /health.,"A trading desk cares whether FRED data is 3 days old, not just that the HTTP call returned; probes today check liveness only, so a feed serving stale cache reads as 'up'.",engine/source_health.py; engine/source_health_alerts.py; worker/api_server.py,M,High,,institutional-gap,carried,source_health.py:119 _probe_fred returns up on any non-empty dict; grep: 0 freshness|stale|last_updated logic; status vocab is only up/degraded/down,Stale-but-live is the classic feed failure; extends existing probe registry cleanly; high desk relevance | tract=moderate
R167,2 - High,79,INST,Market-Data & Pricing Infrastructure,data,Reconcile overlapping FX sources (FRED vs yfinance) with a tolerance gate,"New data/fx_reconcile.py comparing currency_feed USD/CNY,USD/EUR,USD/JPY against FRED DEXCHUS/DEXUSEU/DEXJPUS; emit a reconciliation record + DataQuality downgrade when sources diverge beyond a bp tolerance.",Two live USD/CNY sources disagree silently today; an auditor needs cross-source agreement before an FX rate feeds trade-competitiveness signals.,data/fx_reconcile.py; data/currency_feed.py; data/fred_feed.py; data/quality.py,S,Med,,institutional-gap,carried,"currency_feed.py:57 USDCNY=X (yf) vs fred_feed.py:85 DEXCHUS — same pair, never compared; grep reconcile in data=0","impact75/feas88/fit88/nov72: both feeds exist for the same pair; reconciliation is a small, high-credibility honesty win | tract=quick"
R168,2 - High,78,INST,Maritime Intelligence (Kpler / Windward / Lloyd's List / Cl…,compliance,Join real OFAC SDN + MoU detention feeds with screening audit log,"data/sanctions_feed.py pulls free OFAC SDN consolidated XML + Paris/Tokyo MoU detentions, matched by IMO/name; log each match to screening_events (v29), replacing tab_compliance's hardcoded rows.","tab_compliance is hardcoded ILLUSTRATIVE and no screening event is logged, but a general audit_events table (db.py:601) already exists; net-new value is per-match list-version provenance.",data/sanctions_feed.py; state/migrations.py; processing/vessel_registry.py; ui/tab_compliance.py,M,High,Build a vessel-particulars master keyed on IMO,institutional-gap,verified-revised,tab_compliance.py:59/:71/:367 hardcoded; migrations grep screen/sdn/ofac=0; v28 schema; audit_events at db.py:601,"Sharpens R024 with the audit-trail dimension; free zero-fallback feed + the one thing a compliance officer actually requires | tract=moderate | Duplicates R024 (score 80, same modules/cites); only sh…"
R169,2 - High,78,INST,Sell-side Equity Research Platform (Goldman GIR / Morgan St…,feature,Track equity ideas against Street consensus targets and ratings,"New processing/consensus_tracker.py: persist real analyst_target_price (AlphaVantage feed) per ticker, compute Street upside vs spot, replace hardcoded demo CONSENSUS, add DCF as a labeled illustrative anchor — not a competing target.","Estimate-vs-consensus is the core sell-side frame; the one real Street feed (analyst_target_price) is parsed but used by zero analytics, while users see a hardcoded demo consensus table.",processing/consensus_tracker.py; data/alphavantage_feed.py; processing/investor_report_engine.py; ui/tab_fundamentals.py,M,High,,institutional-gap,verified-revised,"alphavantage_feed.py:283,537-550 (real AnalystTargetPrice only color-coded); tab_fundamentals.py:91 hardcoded CONSENSUS; valuation.py:32 'never a pri…",impact85/feas80/fit95/nov80: the defining sell-side artifact; reuses the one real Street feed already parsed but unused | tract=moderate | Confirmed: no consensus_tracker.py; feed real-but-unused; UI…
R170,2 - High,78,INST,Bloomberg/Refinitiv Terminal,feature,Replace mock live-feed with a real auto-refreshing market monitor,Rewrite tab_live_feed to drive the ticker strip + feed table off real stock_feed/freight/SSI snapshots and wrap the live panels in st.fragment(run_every=) so they tick without a full app rerun; drop _demo_source rows.,"A monitor desk expects auto-updating quotes/blotter; today the flagship 'Live Feed' is hardcoded mock data behind a manual checkbox — a facade, not a tick stream.",ui/tab_live_feed.py; data/stock_feed.py; processing/shipping_stress_index.py,M,High,,institutional-gap,carried,tab_live_feed.py:220 _demo_source 'Mock live-feed data'; :356 _build_feed_rows synthetic; :668 manual 60s checkbox + :633 full st.rerun,"New: real tick monitor + fragment refresh; de-mocks a flagship facade, honesty-throughline aligned | tract=moderate"
R171,2 - High,78,INST,OMS/EMS Trading Desk (Charles River / Bloomberg AIM),compliance,Log every order to the audit trail as an order_intent event,"Hook auth.audit.record_audit at order generation (action='order_intent', entity_type='order', detail=side/qty/conviction/pretrade-result) and at position edits, so every ticket and book mutation is queryable for who/what/when.","An auditor expects an immutable record of every order, who raised it, the pre-trade result, and book changes. Ship audits alert-acks and logins but never trade intent — the highest-stakes action is u…",auth/audit.py; processing/order_blotter.py; ui/tab_portfolio.py; processing/pretrade_checks.py,S,Med,Build daily order/intent blotter from idea-to-target deltas,institutional-gap,carried,auth/audit.py:128 record_audit exists; hooked only at alert/rule/channel/report/auth touchpoints (db.py:588-593); zero order/position calls,impact75/feas92/fit95/nov60: tiny — reuses the proven record_audit sink at the one touchpoint it omits; pure auditor-fit | tract=quick
R172,2 - High,78,INST,Maritime Intelligence (Kpler / Windward / Lloyd's List / Cl…,data,Drive chokepoint daily-transit counts from the PortWatch feed,New data/portwatch_chokepoint_feed.py hitting IMF PortWatch's free ArcGIS Daily Chokepoints Transit Calls FeatureServer; derive observed daily_vessels and a transit-vs-baseline ratio feeding chokepoint_analyzer for Suez/Panama/Hormuz/Bab-e…,"Kpler/Windward sell observed chokepoint transit counts; Ship's daily_vessels are hand-edited constants under the #1 SSI weight, so the headline cannot move on a real transit collapse.",data/portwatch_chokepoint_feed.py; processing/chokepoint_analyzer.py; processing/shipping_stress_index.py,M,High,,institutional-gap,carried,"chokepoint_analyzer.py:50/72/97 daily_vessels hardcoded; ais_feed.py:126 probes a dead /portcalls REST shape, never the ArcGIS FeatureServer",Sharpens R064 with the institutional-transit framing; keyless observed signal on the top SSI weight | tract=moderate
R173,2 - High,78,INST,Quant Research Platform (point-in-time + rigorous backtesti…,feature,Add information-coefficient and signal-decay (half-life) profiling,New processing/signal_decay.py: rank-IC of each alpha/momentum signal vs forward returns at 1/5/21/63d horizons + IC-decay curve and signal half-life; surface the horizon where edge dies to set hold periods.,A research desk sizes hold periods and rebalance cadence from IC decay; without it the fixed 1W/1M/3M horizons in alpha_engine are arbitrary and untested.,processing/signal_decay.py; engine/alpha_engine.py; engine/momentum_ranker_backtest.py; data/stock_feed.py,M,Med,,institutional-gap,carried,"grep information.?coefficient|rank.?ic|signal.?decay across processing/engine = 0 (only OU half-life on spreads, cointegration.py:284)",Standard quant diagnostic absent here; sets evidence-based holds; moderate build atop existing signals | tract=moderate
